Amount,Amount_transformed,Amount_prob_0,Amount_prob_1,Amount_prob_2
14.5,-0.06327606788856079,1.0,0.0,0.0
64.43,-0.2675719625638044,0.0,1.0,0.0
24.58,0.016237696062083674,1.0,0.0,0.0
0.89,-0.4135481489111556,0.0,1.0,0.0
24.19,0.013161270671136142,1.0,0.0,0.0
83.05,0.4774648565972208,1.0,0.0,0.0
1.0,-0.16976771603674534,1.0,0.0,0.0
1361.64,0.15673901964594916,0.0,0.0,1.0
17.85,-0.0368503626073446,1.0,0.0,0.0
1.98,-0.16203721120821046,1.0,0.0,0.0
10.5,-0.09482914882135621,1.0,0.0,0.0
87.09,0.5093334683393441,1.0,0.0,0.0
218.16,0.08560586442987347,0.0,1.0,0.0
15.0,-0.05933193277196136,1.0,0.0,0.0
29.13,0.052129325623138476,1.0,0.0,0.0
57.9,0.2790748602322696,1.0,0.0,0.0
52.95,0.24002792257793526,1.0,0.0,0.0
251.32,0.16178733026679767,0.0,1.0,0.0
15.95,-0.05183807605042245,1.0,0.0,0.0
45.21,0.1789727109729761,1.0,0.0,0.0
314.9,0.3078554122303574,0.0,1.0,0.0
73.42,0.40150081425151585,1.0,0.0,0.0
19.0,-0.02777885183916593,1.0,0.0,0.0
59.35,0.29051285207040795,1.0,0.0,0.0
24.99,0.019471886857695207,1.0,0.0,0.0
146.0,-0.08017382721042964,0.0,1.0,0.0
102.22,0.6286829969676428,1.0,0.0,0.0
26.0,0.027439039793226063,1.0,0.0,0.0
6.47,-0.12661887786114762,1.0,0.0,0.0
37.85,0.12091504205663252,1.0,0.0,0.0
136.2,-0.35810881006915785,0.0,0.0,1.0
720.0,-0.1128351426617944,0.0,0.0,1.0
9.13,-0.10563607904083863,1.0,0.0,0.0
7.61,-0.11762624979530091,1.0,0.0,0.0
1073.71,0.035770114101923524,0.0,0.0,1.0
4.31,-0.14365754156485713,1.0,0.0,0.0
88.61,0.5213236390938065,1.0,0.0,0.0
98.92,-0.18833496748794445,0.0,1.0,0.0
19.0,-0.02777885183916593,1.0,0.0,0.0
7.9,-0.11533865142767323,1.0,0.0,0.0
37.44,0.11768085126102096,1.0,0.0,0.0
144.16,-0.08440102555602495,0.0,1.0,0.0
11.27,-0.08875518074179309,1.0,0.0,0.0
15.0,-0.05933193277196136,1.0,0.0,0.0
518.47,0.7755351770199433,0.0,1.0,0.0
28.97,0.050867202385826656,1.0,0.0,0.0
53.85,0.24712736578781422,1.0,0.0,0.0
7.74,-0.11660077466498506,1.0,0.0,0.0
30.26,0.0610430709866532,1.0,0.0,0.0
8.93,-0.39507713005322825,0.0,1.0,0.0
2.0,-0.1618794458035465,1.0,0.0,0.0
68.05,0.35914080309923796,1.0,0.0,0.0
0.89,-0.1706354257623972,1.0,0.0,0.0
106.22,-0.17156401752987613,0.0,1.0,0.0
7.7,-0.11691630547431302,1.0,0.0,0.0
1.99,-0.1619583285058785,1.0,0.0,0.0
19.95,-0.020284995117627023,1.0,0.0,0.0
40.0,0.13787482305801005,1.0,0.0,0.0
23.29,0.006061827461257155,1.0,0.0,0.0
44.05,0.1698223175024654,1.0,0.0,0.0
39.95,0.13748040954635013,1.0,0.0,0.0
12.27,-0.08086691050859424,1.0,0.0,0.0
2.64,-0.1568309528542992,1.0,0.0,0.0
2.25,-0.15990737824524678,1.0,0.0,0.0
757.24,-0.09718938833796738,0.0,0.0,1.0
6.09,-0.12961642054976316,1.0,0.0,0.0
21.96,-0.00442957194889731,1.0,0.0,0.0
6.55,-0.1259878162424917,1.0,0.0,0.0
52.49,0.2363993182706638,1.0,0.0,0.0
865.15,-0.05185283224011095,0.0,0.0,1.0
1.98,-0.16203721120821046,1.0,0.0,0.0
239.95,0.1356660013595049,0.0,1.0,0.0
13.99,-0.0672990857074922,1.0,0.0,0.0
7.68,-0.11707407087897699,1.0,0.0,0.0
13.0,-0.07510847323835906,1.0,0.0,0.0
51.6,0.2293787577631168,1.0,0.0,0.0
277.78,0.2225762803887824,0.0,1.0,0.0
76.16,0.4231146746904807,1.0,0.0,0.0
5446.07,0.99,0.0,0.0,1.0
0.1,-0.1768671592466243,1.0,0.0,0.0
83.15,-0.22456481417818255,0.0,1.0,0.0
32.4,0.07792396928569874,1.0,0.0,0.0
46.63,0.1901740547041185,1.0,0.0,0.0
4.49,-0.14223765292288132,1.0,0.0,0.0
2.0,-0.1618794458035465,1.0,0.0,0.0
1.98,-0.16203721120821046,1.0,0.0,0.0
34.5,0.09448933677541634,1.0,0.0,0.0
9.81,-0.10027205528226342,1.0,0.0,0.0
34.65,0.09567257731039616,1.0,0.0,0.0
11.99,-0.08307562617388992,1.0,0.0,0.0
0.77,-0.17158201819038107,1.0,0.0,0.0
10.0,-0.09877328393795563,1.0,0.0,0.0
163.85,-0.03916540847734468,0.0,1.0,0.0
10.0,-0.39261892231964834,0.0,1.0,0.0
3.59,-0.1493370961327603,1.0,0.0,0.0
29.99,0.05891323802368949,1.0,0.0,0.0
3.85,-0.1472861458721286,1.0,0.0,0.0
47.85,0.19979774438862108,1.0,0.0,0.0
316.1,0.31061228071661534,0.0,1.0,0.0
291.36,0.25377484209160006,0.0,1.0,0.0
9.99,-0.09885216664028762,1.0,0.0,0.0
89.99,0.5322094520156209,1.0,0.0,0.0
44.99,0.17723729152167236,1.0,0.0,0.0
664.6,-0.1361105129501944,0.0,0.0,1.0
1.5,-0.16582358092014593,1.0,0.0,0.0
156.78,-0.055407958642213616,0.0,1.0,0.0
59.9,0.2948514006986673,1.0,0.0,0.0
6.15,-0.12914312433577124,1.0,0.0,0.0
1.98,-0.16203721120821046,1.0,0.0,0.0
4.31,-0.14365754156485713,1.0,0.0,0.0
15.95,-0.05183807605042245,1.0,0.0,0.0
81.9,0.4683933458290422,1.0,0.0,0.0
0.76,-0.17166090089271305,1.0,0.0,0.0
57.6,0.27670837916230995,1.0,0.0,0.0
0.99,-0.16984659873907734,1.0,0.0,0.0
19.99,-0.019969464308299077,1.0,0.0,0.0
292.0,0.25524517195093754,0.0,1.0,0.0
14.15,-0.06603696247018039,1.0,0.0,0.0
6.24,-0.12843318001478332,1.0,0.0,0.0
15.73,-0.05357349550172619,1.0,0.0,0.0
469.91,-0.21790621405937494,0.0,0.0,1.0
1264.35,0.11586427640843214,0.0,0.0,1.0
82.5,-0.2260581179415722,0.0,1.0,0.0
1262.24,0.11497779569889204,0.0,0.0,1.0
35.0,0.09843347189201578,1.0,0.0,0.0
190.5,0.02206004582163091,0.0,1.0,0.0
185.83,0.01133123262927762,0.0,1.0,0.0
21.45,-0.00845258976782874,1.0,0.0,0.0
14.4,-0.06406489491188067,1.0,0.0,0.0
64.98,0.3349238134833175,1.0,0.0,0.0
3.33,-0.151388046393392,1.0,0.0,0.0
26.15,0.02862228032820588,1.0,0.0,0.0
34.48,0.09433157137075233,1.0,0.0,0.0
50.0,0.21675752538999862,1.0,0.0,0.0
40.0,0.13787482305801005,1.0,0.0,0.0
175.0,-0.013549505459199166,0.0,1.0,0.0
1.29,-0.1674801176691177,1.0,0.0,0.0
49.0,0.20886925515679977,1.0,0.0,0.0
137.95,-0.09866781997240914,0.0,1.0,0.0
1.29,-0.1674801176691177,1.0,0.0,0.0
296.0,0.2644347335717969,0.0,1.0,0.0
664.29,-0.13624075419188042,0.0,0.0,1.0
1.98,-0.16203721120821046,1.0,0.0,0.0
2.24,-0.15998626094757876,1.0,0.0,0.0
15.0,-0.05933193277196136,1.0,0.0,0.0
6.71,-0.12472569300517987,1.0,0.0,0.0
122.16,-0.1349436144707515,0.0,1.0,0.0
1.0,-0.16976771603674534,1.0,0.0,0.0
76.0,0.42185255145316886,1.0,0.0,0.0
1.0,-0.16976771603674534,1.0,0.0,0.0
9.95,-0.0991676974496156,1.0,0.0,0.0
1.98,-0.16203721120821046,1.0,0.0,0.0
1.0,-0.16976771603674534,1.0,0.0,0.0
0.76,-0.17166090089271305,1.0,0.0,0.0
63.93,0.32664112973845866,1.0,0.0,0.0
0.99,-0.16984659873907734,1.0,0.0,0.0
0.77,-0.17158201819038107,1.0,0.0,0.0
11.99,-0.08307562617388992,1.0,0.0,0.0
4.57,-0.14160659130422543,1.0,0.0,0.0
159.0,-0.05030775194263667,0.0,1.0,0.0
221.79,0.09394539160080335,0.0,1.0,0.0
14.0,-0.06722020300516021,1.0,0.0,0.0
1.98,-0.16203721120821046,1.0,0.0,0.0
80.0,0.4534056323859643,1.0,0.0,0.0
1.78,-0.16361486525485022,1.0,0.0,0.0
14.95,-0.05972634628362131,1.0,0.0,0.0
9.95,-0.0991676974496156,1.0,0.0,0.0
1.0,-0.16976771603674534,1.0,0.0,0.0
82.8,0.47549278903892106,1.0,0.0,0.0
15.0,-0.05933193277196136,1.0,0.0,0.0
1.0,-0.16976771603674534,1.0,0.0,0.0
30.8,0.06530273691258058,1.0,0.0,0.0
15.55,-0.05499338414370198,1.0,0.0,0.0
150.0,-0.07098426558957026,0.0,1.0,0.0
123.57,-0.1317042939993986,0.0,1.0,0.0
8.99,-0.10674043687348649,1.0,0.0,0.0
1.0,-0.16976771603674534,1.0,0.0,0.0
16.91,-0.04426533662655154,1.0,0.0,0.0
14.4,-0.06406489491188067,1.0,0.0,0.0
17.24,-0.04166220744959593,1.0,0.0,0.0
583.41,-0.17022111428079367,0.0,0.0,1.0
45.9,0.1844156174338833,1.0,0.0,0.0
82.6,0.4739151349922813,1.0,0.0,0.0
63.22,0.3210404578728875,1.0,0.0,0.0
114.0,-0.15369032017730463,0.0,1.0,0.0
36.0,0.10632174212521463,1.0,0.0,0.0
5.38,-0.13521709241533436,1.0,0.0,0.0
25.62,0.024441497104610504,1.0,0.0,0.0
13.71,-0.06950780137278788,1.0,0.0,0.0
64.0,0.3271933086547826,1.0,0.0,0.0
9.99,-0.09885216664028762,1.0,0.0,0.0
74.0,0.40607601098677115,1.0,0.0,0.0
2.0,-0.1618794458035465,1.0,0.0,0.0
52.4,0.23568937394967587,1.0,0.0,0.0
0.77,-0.17158201819038107,1.0,0.0,0.0
1.79,-0.16353598255251825,1.0,0.0,0.0
689.84,-0.1255063550787284,0.0,0.0,1.0
214.99,0.07832313684534245,0.0,1.0,0.0
9.19,-0.10516278282684671,1.0,0.0,0.0
68.1,0.3595352166108979,1.0,0.0,0.0
1.98,-0.16203721120821046,1.0,0.0,0.0
126.0,-0.1261216353147265,0.0,1.0,0.0
60.0,0.29564022772198717,1.0,0.0,0.0
5.49,-0.13434938268968247,1.0,0.0,0.0
30.7,0.06451390988926069,1.0,0.0,0.0
45.0,0.17731617422400434,1.0,0.0,0.0
24.57,0.0161588133597517,1.0,0.0,0.0
69.9,0.3737341030306559,1.0,0.0,0.0
16.9,-0.04434421932888354,1.0,0.0,0.0
29.94,0.05851882451202957,1.0,0.0,0.0
240.0,0.13578087087976567,0.0,1.0,0.0
29.95,0.05859770721436154,1.0,0.0,0.0
1.98,-0.16203721120821046,1.0,0.0,0.0
1.0,-0.16976771603674534,1.0,0.0,0.0
10.0,-0.09877328393795563,1.0,0.0,0.0
120.78,0.7750892924958136,1.0,0.0,0.0
18.09,-0.03495717775137689,1.0,0.0,0.0
20.09,-0.01918063728497918,1.0,0.0,0.0
35.0,0.09843347189201578,1.0,0.0,0.0
104.45,0.6462738395876764,1.0,0.0,0.0
5.38,-0.13521709241533436,1.0,0.0,0.0
66.81,0.3493593480100714,1.0,0.0,0.0
30.99,0.06680150825688834,1.0,0.0,0.0
108.9,-0.1654070112439003,0.0,1.0,0.0
56.56,0.2685045781197831,1.0,0.0,0.0
1.98,-0.16203721120821046,1.0,0.0,0.0
151.06,-0.06854903176004251,0.0,1.0,0.0
51.96,0.23221853504706838,1.0,0.0,0.0
201.72,0.047836766168141455,0.0,1.0,0.0
2.54,-0.1576197798776191,1.0,0.0,0.0
11.85,-0.08417998400653776,1.0,0.0,0.0
19.99,-0.019969464308299077,1.0,0.0,0.0
1.98,-0.16203721120821046,1.0,0.0,0.0
689.36,-0.12570801893682285,0.0,0.0,1.0
7.87,-0.11557529953466919,1.0,0.0,0.0
1.0,-0.16976771603674534,1.0,0.0,0.0
2.0,-0.1618794458035465,1.0,0.0,0.0
221.72,0.09378457427243833,0.0,1.0,0.0
5.0,-0.13821463510394993,1.0,0.0,0.0
36.0,0.10632174212521463,1.0,0.0,0.0
107.93,0.6737250199992084,1.0,0.0,0.0
5.99,-0.13040524757308303,1.0,0.0,0.0
778.01,-0.08846322514500586,0.0,0.0,1.0
39.5,0.13393068794141064,1.0,0.0,0.0
1.0,-0.16976771603674534,1.0,0.0,0.0
29.0,0.05110385049282263,1.0,0.0,0.0
54.99,0.2561199938536609,1.0,0.0,0.0
7.63,-0.11746848439063694,1.0,0.0,0.0
27.85,0.04203233972464396,1.0,0.0,0.0
67.0,0.35085811935437916,1.0,0.0,0.0
196.72,0.036349814142067234,0.0,1.0,0.0
32.27,0.07689849415538291,1.0,0.0,0.0
11.28,-0.0886762980394611,1.0,0.0,0.0
93.82,0.5624215270087723,1.0,0.0,0.0
0.99,-0.16984659873907734,1.0,0.0,0.0
128.0,-0.12152685450429682,0.0,1.0,0.0
509.84,-0.20113030186414366,0.0,0.0,1.0
10.3,-0.09640680286799598,1.0,0.0,0.0
1.79,-0.16353598255251825,1.0,0.0,0.0
93.06,0.5564264416315413,1.0,0.0,0.0
100.21,-0.18537133386521734,0.0,1.0,0.0
34.98,0.09827570648735177,1.0,0.0,0.0
233.0,0.11969913804326177,0.0,1.0,0.0
129.41,-0.1182875340329439,0.0,1.0,0.0
14.9,-0.06012075979528124,1.0,0.0,0.0
1.0,-0.16976771603674534,1.0,0.0,0.0
449.0,0.615935465569668,0.0,1.0,0.0
5.99,-0.13040524757308303,1.0,0.0,0.0
0.89,-0.1706354257623972,1.0,0.0,0.0
12.11,-0.08212903374590606,1.0,0.0,0.0
7.56,-0.11802066330696086,1.0,0.0,0.0
19.95,-0.020284995117627023,1.0,0.0,0.0
8.99,-0.10674043687348649,1.0,0.0,0.0
320.99,0.3218465197981159,0.0,1.0,0.0
28.25,0.04518764781792349,1.0,0.0,0.0
8.99,-0.10674043687348649,1.0,0.0,0.0
0.77,-0.17158201819038107,1.0,0.0,0.0
11.37,-0.08796635371847321,1.0,0.0,0.0
6.21,-0.1286698281217793,1.0,0.0,0.0
84.4,-0.22169307617166398,0.0,1.0,0.0
44.0,0.16942790399080548,1.0,0.0,0.0
234.64,0.12346685830781408,0.0,1.0,0.0
12.05,-0.08260232995989798,1.0,0.0,0.0
30.67,0.06427726178226474,1.0,0.0,0.0
10.75,-0.0928570812630565,1.0,0.0,0.0
26.55,0.03177758842148544,1.0,0.0,0.0
165.0,-0.0365234095113476,0.0,1.0,0.0
127.01,-0.1238012710054595,0.0,1.0,0.0
16.18,-0.05002377389678671,1.0,0.0,0.0
3.99,-0.14618178803948076,1.0,0.0,0.0
1.12,-0.16882112360876148,1.0,0.0,0.0
72.35,0.393060365101993,1.0,0.0,0.0
6.05,-0.1299319513590911,1.0,0.0,0.0
29.0,0.05110385049282263,1.0,0.0,0.0
4.49,-0.14223765292288132,1.0,0.0,0.0
38.0,0.12209828259161234,1.0,0.0,0.0
1.55,-0.16542916740848598,1.0,0.0,0.0
99.9,-0.1860835248908339,0.0,1.0,0.0
20.0,-0.019890581605967076,1.0,0.0,0.0
0.76,-0.17166090089271305,1.0,0.0,0.0
10.0,-0.09877328393795563,1.0,0.0,0.0
0.0,-0.1776559862699442,1.0,0.0,0.0
1.98,-0.41104399336947145,0.0,1.0,0.0
7.0,-0.1224380946375522,1.0,0.0,0.0
570.0,-0.17585509831630708,0.0,0.0,1.0
50.0,0.21675752538999862,1.0,0.0,0.0
50.0,0.21675752538999862,1.0,0.0,0.0
18.98,-0.027936617243829905,1.0,0.0,0.0
111.6,0.7026749717550481,1.0,0.0,0.0
25.0,0.019550769560027208,1.0,0.0,0.0
2.92,-0.15462223718900353,1.0,0.0,0.0
4.98,-0.1383724005086139,1.0,0.0,0.0
0.89,-0.1706354257623972,1.0,0.0,0.0
1.98,-0.16203721120821046,1.0,0.0,0.0
162.56,-0.04212904210007182,0.0,1.0,0.0
15.0,-0.05933193277196136,1.0,0.0,0.0
39.95,0.13748040954635013,1.0,0.0,0.0
6.05,-0.1299319513590911,1.0,0.0,0.0
297.69,0.26831732335661,0.0,1.0,0.0
42.81,0.16004086241329885,1.0,0.0,0.0
8.99,-0.10674043687348649,1.0,0.0,0.0
1.0,-0.16976771603674534,1.0,0.0,0.0
9.99,-0.09885216664028762,1.0,0.0,0.0
180.0,-0.002062553433124948,0.0,1.0,0.0
64.5,0.33113744377138205,1.0,0.0,0.0
162.0,-0.043415580726992135,0.0,1.0,0.0
77.05,0.43013523519802765,1.0,0.0,0.0
1.0,-0.16976771603674534,1.0,0.0,0.0
30.26,0.0610430709866532,1.0,0.0,0.0
15.0,-0.05933193277196136,1.0,0.0,0.0
11.5,-0.08694087858815736,1.0,0.0,0.0
119.0,-0.3653350983175419,0.0,0.0,1.0
24.95,0.019156356048367257,1.0,0.0,0.0
6.7,-0.12480457570751187,1.0,0.0,0.0
2.69,-0.15643653934263926,1.0,0.0,0.0
1.0,-0.16976771603674534,1.0,0.0,0.0
13.99,-0.0672990857074922,1.0,0.0,0.0
114.99,-0.15141590367614194,0.0,1.0,0.0
20.11,-0.019022871880315206,1.0,0.0,0.0
76.0,-0.24099115557546869,0.0,1.0,0.0
1002.0,0.005642373968689472,0.0,0.0,1.0
1.52,-0.16566581551548196,1.0,0.0,0.0
6.99,-0.12251697733988419,1.0,0.0,0.0
12.96,-0.07542400404768702,1.0,0.0,0.0
8.99,-0.10674043687348649,1.0,0.0,0.0
336.0,0.3563303497803907,0.0,1.0,0.0
1.19,-0.16826894469243756,1.0,0.0,0.0
98.0,0.5953944965835437,1.0,0.0,0.0
44.75,0.17534410666570463,1.0,0.0,0.0
100.0,0.6111710370499414,1.0,0.0,0.0
12.0,-0.08299674347155793,1.0,0.0,0.0
394.39,0.49047497554088537,0.0,1.0,0.0
65.0,0.33508157888798146,1.0,0.0,0.0
80.08,-0.23161780272219212,0.0,1.0,0.0
92.19,-0.20379640491504036,0.0,1.0,0.0
11.34,-0.08820300182546917,1.0,0.0,0.0
5.0,-0.13821463510394993,1.0,0.0,0.0
115.27,0.731624923510888,1.0,0.0,0.0
23.59,0.008428308531216818,1.0,0.0,0.0
2.99,-0.1540700582726796,1.0,0.0,0.0
28.98,0.050946085088158656,1.0,0.0,0.0
3.69,-0.1485482691094404,1.0,0.0,0.0
20.0,-0.019890581605967076,1.0,0.0,0.0
0.89,-0.1706354257623972,1.0,0.0,0.0
1.0,-0.16976771603674534,1.0,0.0,0.0
28.74,0.049052900232190916,1.0,0.0,0.0
98.25,0.5973665641418434,1.0,0.0,0.0
7.56,-0.11802066330696086,1.0,0.0,0.0
1.0,-0.16976771603674534,1.0,0.0,0.0
25.0,0.019550769560027208,1.0,0.0,0.0
15.0,-0.05933193277196136,1.0,0.0,0.0
22.4,-0.0009587330462898312,1.0,0.0,0.0
619.08,-0.1552349688261505,0.0,0.0,1.0
44.22,0.17116332344210922,1.0,0.0,0.0
79.0,0.44551736215276544,1.0,0.0,0.0
17.99,-0.03574600477469679,1.0,0.0,0.0
21.99,-0.004192923841901363,1.0,0.0,0.0
160.0,-0.048010361537421824,0.0,1.0,0.0
9.99,-0.09885216664028762,1.0,0.0,0.0
23.39,0.006850654484577052,1.0,0.0,0.0
5.99,-0.13040524757308303,1.0,0.0,0.0
118.0,-0.14450075855644526,0.0,1.0,0.0
1.79,-0.16353598255251825,1.0,0.0,0.0
9.68,-0.10129753041257927,1.0,0.0,0.0
0.89,-0.4135481489111556,0.0,1.0,0.0
315.56,0.3093716898977993,0.0,1.0,0.0
3.99,-0.14618178803948076,1.0,0.0,0.0
0.76,-0.17166090089271305,1.0,0.0,0.0
47.85,0.19979774438862108,1.0,0.0,0.0
1.0,-0.16976771603674534,1.0,0.0,0.0
76.36,0.4246923287371205,1.0,0.0,0.0
145.93,-0.08033464453879466,0.0,1.0,0.0
4.0,-0.1461029053371488,1.0,0.0,0.0
6.95,-0.12283250814921215,1.0,0.0,0.0
29.99,0.05891323802368949,1.0,0.0,0.0
0.89,-0.1706354257623972,1.0,0.0,0.0
70.0,0.37452293005397574,1.0,0.0,0.0
23.0,0.003774229093629494,1.0,0.0,0.0
102.41,0.6301817683119506,1.0,0.0,0.0
22.0,-0.004114041139569363,1.0,0.0,0.0
1.79,-0.16353598255251825,1.0,0.0,0.0
209.0,0.06456176831810552,0.0,1.0,0.0
105.7,-0.17275866054058783,0.0,1.0,0.0
28.98,0.050946085088158656,1.0,0.0,0.0
80.0,0.4534056323859643,1.0,0.0,0.0
80.0,0.4534056323859643,1.0,0.0,0.0
9.48,-0.10287518445921905,1.0,0.0,0.0
34.99,0.0983545891896838,1.0,0.0,0.0
76.74,0.427689871425736,1.0,0.0,0.0
1.0,-0.16976771603674534,1.0,0.0,0.0
0.89,-0.1706354257623972,1.0,0.0,0.0
4.0,-0.1461029053371488,1.0,0.0,0.0
11.27,-0.08875518074179309,1.0,0.0,0.0
10.8,-0.09246266775139655,1.0,0.0,0.0
3.58,-0.1494159788350923,1.0,0.0,0.0
107.0,-0.16977205301380854,0.0,1.0,0.0
3.7,-0.14846938640710844,1.0,0.0,0.0
15.0,-0.05933193277196136,1.0,0.0,0.0
39.0,0.1299865528248112,1.0,0.0,0.0
56.09,0.2647970911101797,1.0,0.0,0.0
157.25,-0.05432818515176264,0.0,1.0,0.0
304.06,0.28295170023782856,0.0,1.0,0.0
131.4,-0.11371572712656634,0.0,1.0,0.0
1.98,-0.16203721120821046,1.0,0.0,0.0
1.98,-0.16203721120821046,1.0,0.0,0.0
29.99,0.05891323802368949,1.0,0.0,0.0
99.92,0.6105399754312856,1.0,0.0,0.0
1.98,-0.16203721120821046,1.0,0.0,0.0
50.0,0.21675752538999862,1.0,0.0,0.0
77.0,0.42974082168636774,1.0,0.0,0.0
4.6,-0.14136994319722945,1.0,0.0,0.0
64.99,0.33500269618564943,1.0,0.0,0.0
1.0,-0.16976771603674534,1.0,0.0,0.0
165.0,-0.0365234095113476,0.0,1.0,0.0
139.71,-0.3566341431068422,0.0,0.0,1.0
40.0,-0.3236972101632031,0.0,1.0,0.0
3.7,-0.14846938640710844,1.0,0.0,0.0
88.19,0.5180105655958629,1.0,0.0,0.0
45.0,0.17731617422400434,1.0,0.0,0.0
8.93,-0.10721373308747842,1.0,0.0,0.0
0.89,-0.1706354257623972,1.0,0.0,0.0
1.0,-0.16976771603674534,1.0,0.0,0.0
74.98,0.4138065158153061,1.0,0.0,0.0
20.0,-0.019890581605967076,1.0,0.0,0.0
23.95,0.011268085815168402,1.0,0.0,0.0
129.0,-0.11922946409908197,0.0,1.0,0.0
144.0,-0.35483177237512314,0.0,0.0,1.0
1.29,-0.1674801176691177,1.0,0.0,0.0
5.49,-0.13434938268968247,1.0,0.0,0.0
548.0,-0.18509802514563561,0.0,0.0,1.0
1.98,-0.16203721120821046,1.0,0.0,0.0
89.99,-0.20885066380651304,0.0,1.0,0.0
173.09,-0.01793752113315951,0.0,1.0,0.0
12.58,-0.07842154673630258,1.0,0.0,0.0
12.58,-0.07842154673630258,1.0,0.0,0.0
0.76,-0.17166090089271305,1.0,0.0,0.0
26.66,0.03264529814713731,1.0,0.0,0.0
1.79,-0.16353598255251825,1.0,0.0,0.0
0.89,-0.1706354257623972,1.0,0.0,0.0
9.99,-0.09885216664028762,1.0,0.0,0.0
110.0,0.6900537393819299,1.0,0.0,0.0
8.99,-0.10674043687348649,1.0,0.0,0.0
88.82,0.5229801758427781,1.0,0.0,0.0
191.69,0.02479394040383657,0.0,1.0,0.0
1.29,-0.1674801176691177,1.0,0.0,0.0
60.0,0.29564022772198717,1.0,0.0,0.0
9.99,-0.09885216664028762,1.0,0.0,0.0
30.16,0.06025424396333331,1.0,0.0,0.0
5.45,-0.13466491349901044,1.0,0.0,0.0
1.18,-0.16834782739476956,1.0,0.0,0.0
12.0,-0.08299674347155793,1.0,0.0,0.0
1.98,-0.16203721120821046,1.0,0.0,0.0
1.63,-0.16479810578983006,1.0,0.0,0.0
0.12,-0.17670939384196033,1.0,0.0,0.0
9.99,-0.09885216664028762,1.0,0.0,0.0
788.99,-0.08385016439109552,0.0,0.0,1.0
37.0,0.11421001235841348,1.0,0.0,0.0
836.0,-0.06409971028897124,0.0,0.0,1.0
40.0,-0.3236972101632031,0.0,1.0,0.0
11.7,-0.08536322454151758,1.0,0.0,0.0
79.0,0.44551736215276544,1.0,0.0,0.0
1.0,-0.16976771603674534,1.0,0.0,0.0
32.05,0.07516307470407912,1.0,0.0,0.0
38.5,0.12604241770821176,1.0,0.0,0.0
0.89,-0.1706354257623972,1.0,0.0,0.0
1.98,-0.16203721120821046,1.0,0.0,0.0
0.89,-0.1706354257623972,1.0,0.0,0.0
1.0,-0.16976771603674534,1.0,0.0,0.0
38.95,0.12959213931315128,1.0,0.0,0.0
30.59,0.06364620016360881,1.0,0.0,0.0
5.99,-0.13040524757308303,1.0,0.0,0.0
140.99,-0.09168375314055598,0.0,1.0,0.0
64.24,0.3290864935107503,1.0,0.0,0.0
64.0,0.3271933086547826,1.0,0.0,0.0
1.0,-0.16976771603674534,1.0,0.0,0.0
25.28,0.021759485225322894,1.0,0.0,0.0
19.99,-0.019969464308299077,1.0,0.0,0.0
67.03,-0.2615987475102458,0.0,1.0,0.0
137.2,-0.10039086277632028,0.0,1.0,0.0
28.75,0.049131782934522916,1.0,0.0,0.0
147.42,-0.07691153283502458,0.0,1.0,0.0
276.0,0.21848692546750004,0.0,1.0,0.0
30.95,0.0664859774475604,1.0,0.0,0.0
0.0,-0.1776559862699442,1.0,0.0,0.0
17.18,-0.04213550366358785,1.0,0.0,0.0
5.0,-0.13821463510394993,1.0,0.0,0.0
60.0,0.29564022772198717,1.0,0.0,0.0
45.85,0.18402120392222338,1.0,0.0,0.0
62.7,0.31693855735162413,1.0,0.0,0.0
17.33,-0.04095226312860804,1.0,0.0,0.0
69.99,0.3744440473516437,1.0,0.0,0.0
842.28,-0.06146127481223566,0.0,0.0,1.0
239.0,0.13348348047455083,0.0,1.0,0.0
22.99,0.003695346391297493,1.0,0.0,0.0
56.0,0.26408714678919176,1.0,0.0,0.0
102.0,-0.18125900503988276,0.0,1.0,0.0
1.29,-0.1674801176691177,1.0,0.0,0.0
6.24,-0.12843318001478332,1.0,0.0,0.0
137.4,-0.09993138469527728,0.0,1.0,0.0
23.97,0.011425851219832375,1.0,0.0,0.0
44.79,0.17565963747503258,1.0,0.0,0.0
17.35,-0.040794497723944036,1.0,0.0,0.0
20.7,-0.014368792442727882,1.0,0.0,0.0
96.82,0.5860863377083689,1.0,0.0,0.0
64.86,0.3339772210553336,1.0,0.0,0.0
742.23,-0.10349558523379561,0.0,0.0,1.0
263.99,0.1908952667008698,0.0,1.0,0.0
0.75,-0.17173978359504505,1.0,0.0,0.0
9.99,-0.09885216664028762,1.0,0.0,0.0
1.29,-0.1674801176691177,1.0,0.0,0.0
383.35,0.4651117854673136,0.0,1.0,0.0
13.0,-0.07510847323835906,1.0,0.0,0.0
9.5,-0.10271741905455507,1.0,0.0,0.0
276.8,0.22032483779167195,0.0,1.0,0.0
0.89,-0.1706354257623972,1.0,0.0,0.0
44.0,0.16942790399080548,1.0,0.0,0.0
552.42,-0.183241037119016,0.0,0.0,1.0
5.07,-0.137662456187626,1.0,0.0,0.0
29.99,0.05891323802368949,1.0,0.0,0.0
15.0,-0.05933193277196136,1.0,0.0,0.0
20.0,-0.019890581605967076,1.0,0.0,0.0
3.57,-0.14949486153742428,1.0,0.0,0.0
52.13,0.2335595409867122,1.0,0.0,0.0
39.99,0.13779594035567808,1.0,0.0,0.0
21.49,-0.008137058958500792,1.0,0.0,0.0
